"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures.Math","paid.Math","absences.Math","G1.Math","G2.Math","G3.Math","failures.Port","paid.Port","absences.Port","G1.Port","G2.Port","G3.Port"
"9","GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,"no","yes","no","no","yes","yes","no",4,4,2,2,3,3,0,"no",12,16,16,16,0,"no",6,15,15,15
"227","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,"yes",2,11,12,11,0,"no",0,10,9,11
"220.2","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,"no","yes","yes","yes","yes","yes","no",4,3,2,3,4,5,0,"no",8,8,9,10,0,"no",0,11,10,10
"39","GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",2,4,"no","yes","yes","no","yes","yes","no",5,3,5,1,1,5,0,"yes",6,10,10,11,0,"no",6,13,13,13
"197","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","father",2,4,"yes","yes","no","yes","yes","yes","no",2,2,2,1,1,3,0,"no",0,7,9,0,0,"no",6,9,11,11
"205.1","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,"no","no","no","yes","yes","yes","no",4,5,5,2,5,5,3,"no",0,8,9,10,0,"no",0,12,11,11
"213","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,"no","no","no","yes","yes","yes","no",3,5,2,1,1,3,0,"no",10,18,19,19,0,"no",10,18,17,18
"273.2","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,"no","no","yes","yes","no","no","yes",5,3,5,1,5,5,3,"no",0,5,8,7,0,"no",0,8,8,8
"54","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,"no","yes","no","no","yes","yes","no",5,1,5,1,1,4,0,"yes",0,6,7,0,0,"no",0,12,12,13
"361.1","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,"no","no","no","yes","yes","no","no",5,4,3,4,3,3,1,"yes",14,6,5,5,1,"yes",0,7,7,0
"188","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,"no","no","no","yes","yes","yes","no",3,4,3,1,2,4,0,"no",6,14,13,13,0,"no",2,14,13,14
"120.1","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,"no","yes","yes","no","yes","yes","no",5,2,2,1,2,5,0,"yes",0,17,17,18,0,"no",0,18,18,18
"141.2","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,2,3,1,1,4,0,"yes",6,14,12,13,0,"no",2,14,15,17
"318.1","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,"no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,0,"yes",22,9,9,9,0,"no",6,11,12,12
"310","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,4,4,2,4,5,1,"yes",15,6,7,8,0,"no",10,12,11,11
"83.1","GP","F",16,"U","LE3","T",2,2,"at_home","other","course","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,4,1,2,2,0,"no",4,8,7,6,0,"no",6,13,11,11
"36.1","GP","F",15,"U","LE3","T",3,2,"services","other","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",4,4,4,1,1,5,0,"yes",10,7,6,6,0,"no",4,12,11,11
"258","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","no",4,4,4,1,1,3,0,"no",0,12,12,11,0,"no",0,13,12,13
"95.2","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,1,2,5,0,"no",2,6,6,6,0,"no",0,11,10,11
"6","GP","F",15,"R","GT3","T",3,4,"services","health","course","mother",1,3,"yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"yes",2,12,12,11,0,"no",2,11,12,12
"216","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,0,"no",8,12,12,12,0,"no",8,10,11,11
"320","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,"no","no","no","yes","no","yes","yes",2,3,5,2,5,4,3,"no",0,6,5,0,2,"no",0,11,9,0
"89.3","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,4,5,1,1,4,0,"yes",4,10,11,9,0,"no",0,14,14,15
"292.1","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,"no","yes","yes","yes","yes","yes","no",4,4,4,1,2,5,1,"no",2,7,9,8,1,"no",0,9,10,10
"251","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,0,"yes",16,10,12,11,0,"yes",4,12,11,12
"265","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,"no","yes","yes","no","yes","no","yes",3,5,2,2,2,1,0,"yes",2,15,14,14,0,"no",2,16,17,18
"147","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,1,"no",16,9,8,7,0,"no",4,8,8,8
"233.2","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,"no","no","yes","yes","yes","no","no",5,3,2,2,2,5,0,"no",2,12,12,14,0,"no",0,13,13,14
"119.2","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,"no","yes","no","no","yes","yes","no",3,4,3,2,3,5,0,"no",1,12,14,15,0,"no",0,17,18,17
"183.1","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,"yes","yes","no","yes","yes","yes","no",5,4,1,1,1,1,0,"no",0,8,8,11,0,"no",0,9,10,10
"53","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",5,4,4,1,1,5,0,"yes",0,8,7,8,0,"no",0,12,11,11
"139.3","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,0,"yes",2,14,15,15,0,"no",2,14,16,15
"152.1","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,"no","yes","no","no","yes","yes","yes",4,4,4,1,1,3,0,"yes",0,7,0,0,0,"no",10,12,10,11
"91","GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,"no","yes","yes","yes","yes","yes","yes",5,4,5,1,1,4,0,"yes",4,14,15,16,0,"no",2,15,15,14
"157.1","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,"no","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,15,14,14,0,"no",10,16,16,16
"275.2","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,"no","no","yes","yes","no","yes","yes",3,3,2,2,2,5,2,"no",0,7,6,0,1,"yes",8,8,8,9
"129.1","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,2,"yes",22,6,6,4,0,"no",16,11,9,10
"275.3","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,"no","no","yes","yes","no","yes","yes",3,3,2,2,2,5,2,"no",0,7,6,0,1,"yes",8,8,8,9
"96.1","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,"no","yes","no","yes","yes","yes","no",5,3,2,1,2,3,0,"no",18,7,6,6,0,"no",21,13,13,13
"147.1","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,1,"no",16,9,8,7,0,"no",4,8,8,8
"66.1","GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",4,3,3,2,4,5,0,"yes",54,11,12,11,0,"no",4,11,11,11
"222","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,"yes","yes","yes","no","yes","yes","no",3,3,3,1,1,4,0,"no",2,11,15,15,0,"yes",6,9,11,11
"52","GP","F",16,"U","GT3","T",2,2,"at_home","other","home","mother",1,2,"yes","no","yes","yes","yes","yes","no",3,1,2,1,1,5,1,"no",6,10,13,13,1,"no",12,8,10,10
"249","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,"no","yes","yes","yes","yes","yes","no",5,4,4,1,2,5,0,"no",2,15,15,16,0,"no",6,16,14,14
"58.2","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,"yes","yes","yes","yes","yes","no","no",4,4,3,1,3,4,0,"yes",6,8,10,10,0,"no",4,11,12,12
"17","GP","F",15,"U","GT3","T",2,1,"services","other","reputation","father",3,3,"no","yes","yes","yes","yes","yes","no",5,2,2,1,1,4,0,"no",4,10,12,12,0,"no",0,10,12,13
"73.1","GP","F",16,"U","GT3","T",4,3,"teacher","health","home","mother",1,3,"yes","yes","yes","yes","yes","yes","no",3,4,4,2,4,4,0,"yes",2,10,9,9,0,"no",0,14,13,13
"335.1","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,"no","yes","yes","no","yes","yes","no",4,5,4,2,3,1,0,"yes",17,10,10,10,0,"no",10,8,9,9
"67","GP","F",16,"U","GT3","T",3,4,"at_home","other","course","mother",1,2,"no","yes","no","yes","yes","yes","no",2,4,3,1,2,3,0,"no",12,5,5,5,0,"no",14,12,11,11
"28.2","GP","F",15,"U","GT3","T",4,4,"services","teacher","other","father",1,2,"yes","yes","yes","no","yes","yes","no",4,4,4,1,1,3,1,"no",2,7,7,7,0,"no",2,13,12,12
"352.2","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,4,1,1,1,0,"yes",0,7,9,8,0,"no",4,15,15,16
"1","GP","F",15,"R","GT3","T",1,1,"at_home","other","home","mother",2,4,"yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,1,"yes",2,7,10,10,0,"yes",4,13,13,13
"191.1","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,"no","no","no","yes","yes","yes","no",2,2,4,2,4,1,0,"yes",4,15,16,15,0,"no",0,11,11,11
"321","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,"yes","yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,0,"yes",14,10,8,9,0,"no",2,9,10,11
"343","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,"no","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,0,"yes",7,6,5,6,0,"no",4,7,9,10
"341.1","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,"no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,"yes",2,10,9,10,0,"no",0,14,17,15
"328.1","GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",1,1,"no","yes","no","yes","no","yes","yes",4,5,4,1,1,4,3,"no",0,5,0,0,0,"no",6,11,9,11
"3.1","GP","F",15,"R","GT3","T",2,2,"at_home","other","reputation","mother",1,1,"yes","yes","yes","yes","yes","no","no",4,3,1,1,1,2,0,"yes",8,14,13,13,0,"no",8,14,13,12
"179","GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,"no","yes","no","yes","yes","yes","yes",4,5,2,1,1,3,0,"no",0,14,16,16,0,"no",0,14,14,15
"119.3","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,"no","yes","no","no","yes","yes","no",3,4,3,2,3,5,0,"no",1,12,14,15,0,"no",0,17,18,17
"9.1","GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,"no","yes","no","no","yes","yes","no",4,4,2,2,3,3,0,"no",12,16,16,16,0,"no",6,15,15,15
"262.1","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,"no","no","yes","yes","yes","yes","no",3,1,3,1,3,5,0,"yes",4,8,10,10,0,"no",6,12,12,12
"104.1","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,3,1,1,2,4,1,"no",0,9,8,0,0,"no",18,10,12,14
"140.1","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,3,3,2,3,1,0,"no",56,9,9,8,0,"no",32,14,13,14
"188.1","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,"no","no","no","yes","yes","yes","no",3,4,3,1,2,4,0,"no",6,14,13,13,0,"no",2,14,13,14
"330.1","GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,"no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,"no",0,17,18,18,2,"no",0,14,15,15
"273.3","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,"no","no","yes","yes","no","no","yes",5,3,5,1,5,5,3,"no",0,5,8,7,0,"no",0,8,8,8
"302.2","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,0,"yes",13,17,17,17,0,"no",6,15,16,16
"103","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,"no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,"no",10,12,10,12,0,"no",0,15,15,16
"201","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,"no","yes","yes","no","yes","yes","no",5,3,3,1,1,5,0,"no",4,10,13,14,0,"yes",2,12,13,12
"61","GP","F",16,"U","GT3","T",3,1,"services","other","course","mother",1,4,"yes","yes","no","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,7,7,6,0,"no",0,10,9,10
"24.1","GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,"no","no","yes","yes","yes","yes","no",4,5,5,1,3,1,0,"yes",4,16,17,18,0,"no",6,14,13,13
"175.2","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,"yes","no","yes","yes","yes","no","no",4,4,4,1,1,1,0,"yes",2,11,8,8,0,"yes",0,7,8,8
"237","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,1,"yes",4,10,12,12,1,"no",0,10,10,1
"32","GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,"no","no","no","yes","yes","yes","no",5,3,4,4,4,1,0,"yes",6,10,13,13,0,"no",0,13,12,13
"68.1","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,"no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,"yes",0,14,15,16,0,"no",0,17,17,18
"264","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,"no","no","yes","no","yes","yes","no",5,4,5,1,1,3,0,"no",0,6,0,0,0,"no",7,14,14,15
"175.3","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,"yes","no","yes","yes","yes","no","no",4,4,4,1,1,1,0,"yes",2,11,8,8,0,"yes",0,7,8,8
"135.1","GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,"no","yes","no","yes","yes","yes","yes",3,4,4,1,3,5,0,"no",12,10,13,12,0,"no",2,13,12,12
"59.1","GP","F",16,"U","GT3","T",2,3,"services","services","course","mother",1,2,"no","no","no","yes","yes","yes","no",4,3,3,1,1,2,0,"no",10,11,12,13,0,"no",6,12,12,13
"50.2","GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,3,5,1,1,5,0,"yes",2,8,9,10,0,"no",0,13,12,12
"118.1","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,"no","yes","yes","yes","yes","no","no",5,4,2,2,3,5,0,"no",0,16,17,17,0,"no",0,17,18,17
"76.1","GP","F",16,"U","GT3","T",4,4,"health","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,4,4,1,2,2,0,"no",4,14,14,14,0,"no",6,17,17,17
"129.2","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,2,"yes",22,6,6,4,0,"no",16,11,9,10
"242","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,"no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,0,"no",4,19,19,20,0,"no",2,17,17,17
"265.1","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,"no","yes","yes","no","yes","no","yes",3,5,2,2,2,1,0,"yes",2,15,14,14,0,"no",2,16,17,18
"302.3","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,0,"yes",13,17,17,17,0,"no",6,15,16,16
"261.1","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,"no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,0,"no",2,15,15,16,0,"no",0,12,13,14
"301","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,"no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,0,"no",9,16,15,16,0,"no",4,15,14,17
"210.2","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,3,4,1,1,4,0,"no",6,11,13,14,0,"no",2,11,12,12
"365.1","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,"no","no","no","no","yes","yes","yes",3,3,2,1,2,3,0,"no",4,10,10,10,0,"no",2,14,13,14
"259.1","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",5,4,4,2,4,5,0,"no",0,13,13,12,0,"no",2,10,10,10
"20.2","GP","F",15,"U","GT3","T",3,2,"health","services","home","father",1,2,"no","yes","no","yes","yes","yes","no",3,3,2,1,1,3,3,"no",0,6,7,0,1,"no",2,11,11,11
"184.1","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,"no","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,0,"yes",6,16,14,15,0,"no",6,14,13,13
"267.1","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,"no","yes","yes","yes","yes","yes","no",5,2,4,1,4,5,1,"no",20,9,7,8,1,"no",14,12,11,11
"273.4","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,"no","no","yes","yes","no","no","yes",5,3,5,1,5,5,3,"no",0,5,8,7,0,"no",0,8,8,8
"341.2","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,"no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,"yes",2,10,9,10,0,"no",0,14,17,15
"137","GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,"no","no","yes","yes","yes","yes","yes",3,4,1,1,1,2,0,"yes",0,10,9,0,0,"no",2,10,11,12
"80.2","GP","F",16,"U","LE3","A",3,3,"other","services","home","mother",1,2,"no","yes","no","yes","yes","yes","no",2,3,5,1,4,3,0,"no",12,11,12,11,0,"no",6,13,12,13
"335.2","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,"no","yes","yes","no","yes","yes","no",4,5,4,2,3,1,0,"yes",17,10,10,10,0,"no",10,8,9,9
"84","GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,"yes","no","yes","yes","yes","yes","no",4,3,3,2,2,5,1,"no",14,10,10,9,1,"no",14,10,11,11
"182.1","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,5,0,"yes",2,12,12,11,0,"no",8,11,12,12
"336","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,12,13,13,0,"yes",2,12,12,12
"154.1","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,2,2,0,"yes",5,18,18,19,0,"no",0,18,18,18
"139.4","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,0,"yes",2,14,15,15,0,"no",2,14,16,15
"89.4","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,4,5,1,1,4,0,"yes",4,10,11,9,0,"no",0,14,14,15
"232","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,"no","yes","no","yes","yes","yes","no",4,3,2,1,1,5,0,"yes",0,13,15,15,0,"no",2,13,11,11
"336.1","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,12,13,13,0,"yes",2,12,12,12
"14","GP","F",15,"U","GT3","T",1,1,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","no",4,4,2,1,2,5,0,"yes",0,8,11,11,0,"no",0,12,12,12
"53.1","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",5,4,4,1,1,5,0,"yes",0,8,7,8,0,"no",0,12,11,11
"288.1","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,"no","no","no","yes","yes","yes","no",5,2,3,1,2,5,0,"no",4,17,15,16,0,"no",4,13,13,14
"12.1","GP","F",15,"U","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","yes","yes",4,3,3,1,2,4,0,"no",0,8,0,0,0,"no",6,11,12,13
"329.3","GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,1,1,1,1,0,"no",12,11,11,11,0,"no",4,11,13,14
"256.1","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,"no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,1,"no",6,12,13,14,1,"no",6,9,10,10
"105.1","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,"no","yes","no","no","yes","yes","yes",3,3,3,1,3,3,0,"no",6,8,7,9,0,"no",10,12,13,14
"260","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,"no","yes","yes","yes","yes","yes","no",2,3,3,2,2,2,2,"no",8,9,9,9,0,"no",4,12,11,11
"138","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,"no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,0,"no",0,14,15,15,0,"no",8,14,15,16
"10.1","GP","F",15,"U","GT3","A",3,3,"other","health","reputation","father",1,4,"yes","no","no","yes","yes","no","no",4,3,3,1,1,4,0,"no",10,10,11,11,0,"no",10,10,10,10
"337.1","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,"no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,0,"no",8,13,11,11,0,"no",8,10,11,12
"61.1","GP","F",16,"U","GT3","T",3,1,"services","other","course","mother",1,4,"yes","yes","no","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,7,7,6,0,"no",0,10,9,10
"170","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,"no","yes","no","no","no","no","no",3,4,2,1,1,5,3,"no",2,7,8,9,2,"no",0,9,10,11
"283.1","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,4,3,1,3,5,0,"yes",4,14,12,11,0,"no",0,14,15,15
"65","GP","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",3,2,"yes","yes","yes","yes","yes","no","no",5,3,2,1,1,4,0,"no",4,8,10,10,0,"no",2,13,14,14
"313.1","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,3,2,1,4,5,0,"yes",11,12,11,11,0,"no",2,15,16,16
"244.1","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,"no","yes","yes","yes","yes","yes","no",3,4,4,1,4,5,0,"no",18,14,11,13,0,"no",4,12,13,13
"19","GP","F",15,"U","GT3","T",2,3,"other","other","other","father",2,1,"no","yes","yes","yes","yes","no","no",3,5,1,1,1,5,0,"no",0,8,7,6,0,"no",4,11,11,11
"75.1","GP","F",16,"U","GT3","T",4,4,"health","health","reputation","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,4,2,1,1,3,0,"yes",0,14,14,14,0,"no",0,16,16,17
"30","GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",4,2,2,1,1,5,0,"yes",2,9,11,11,0,"no",2,13,13,13
"219","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,"no","no","no","no","yes","no","no",4,2,2,1,2,3,0,"no",2,17,15,15,0,"no",4,12,10,11
"281.2","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,4,4,3,4,5,0,"yes",2,9,9,10,0,"no",0,11,11,14
"14.1","GP","F",15,"U","GT3","T",1,1,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","no",4,4,2,1,2,5,0,"yes",0,8,11,11,0,"no",0,12,12,12
"182.2","GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,5,0,"yes",2,12,12,11,0,"no",8,11,12,12
"107.1","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,"yes","yes","no","yes","yes","no","no",4,1,4,1,1,1,0,"no",6,6,5,6,0,"no",2,10,13,13
"234.1","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,"no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,"no",10,11,9,10,0,"no",0,12,12,12
"66.2","GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",4,3,3,2,4,5,0,"yes",54,11,12,11,0,"no",4,11,11,11
"227.1","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,"yes",2,11,12,11,0,"no",0,10,9,11
"364.2","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,"no","no","yes","no","yes","yes","no",3,2,4,1,4,2,0,"yes",4,15,14,14,0,"no",4,17,18,19
"108","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,"no","yes","no","no","yes","yes","no",5,3,3,1,1,3,0,"no",4,5,5,6,0,"no",2,9,11,11
"231.2","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,"no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,"no",0,13,14,14,0,"no",0,13,12,12
"356.1","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",4,5,4,2,3,3,0,"yes",2,13,13,13,1,"no",4,8,9,10
"292.2","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,"no","yes","yes","yes","yes","yes","no",4,4,4,1,2,5,1,"no",2,7,9,8,1,"no",0,9,10,10
"237.1","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,1,"yes",4,10,12,12,1,"no",0,10,10,1
